gene,compound
RNASE1,arcyriaflavin-a
PTGIS,arcyriaflavin-a
PRKCE,arcyriaflavin-a
FPR1,arcyriaflavin-a
FGF1,arcyriaflavin-a
CDK9,arcyriaflavin-a
KDR,arcyriaflavin-a
EDNRB,arcyriaflavin-a
ASIC1,arcyriaflavin-a
JAK1,arcyriaflavin-a
PLA2G1B,arcyriaflavin-a
BRD4,arcyriaflavin-a
TUBB,arcyriaflavin-a
AGER,arcyriaflavin-a
S1PR2,arcyriaflavin-a
PDE4D,arcyriaflavin-a
CHEK2,arcyriaflavin-a
PAK1,arcyriaflavin-a
HDAC6,arcyriaflavin-a
DYRK1B,arcyriaflavin-a
USP1,arcyriaflavin-a
CYP1A2,arcyriaflavin-a
CACNG1,arcyriaflavin-a
HTR2C,arcyriaflavin-a
DNMT3A,arcyriaflavin-a
PORCN,arcyriaflavin-a
GAA,arcyriaflavin-a
PRKCB,arcyriaflavin-a
PTK2B,arcyriaflavin-a
CLK1,arcyriaflavin-a
CACNA2D3,arcyriaflavin-a
HSD11B1,arcyriaflavin-a
HTR3A,arcyriaflavin-a
ADA,arcyriaflavin-a
PDE3A,arcyriaflavin-a
NTRK1,arcyriaflavin-a
LCK,arcyriaflavin-a
KCNH7,arcyriaflavin-a
SIRT2,arcyriaflavin-a
P2RY12,arcyriaflavin-a
HIF1A,alda-1
CATSPER4,alda-1
DDR2,alda-1
OPRL1,alda-1
SLC7A11,alda-1
FFAR2,alda-1
KCNMA1,alda-1
HRH4,alda-1
GHSR,alda-1
ALDH2,alda-1
COMT,alda-1
PTPN2,alda-1
KCNQ2,alda-1
ITGB2,alda-1
S1PR1,alda-1
FOXM1,alda-1
MAPK14,alda-1
SLCO2B1,alda-1
KCNN4,alda-1
GRIN2A,alda-1
CACNB4,alda-1
HSP90AB1,alda-1
CSK,alda-1
AKR1C1,alda-1
CHRM2,alda-1
TGFBR1,alda-1
TGM2,alda-1
CDK4,alda-1
LPAR1,alda-1
CHRM3,alda-1
UGT1A9,alda-1
HPGDS,alda-1
ADORA2A,alda-1
CCND1,alda-1
KCNN1,alda-1
ABL1,alda-1
SSTR2,alda-1
HSP90AA1,alda-1
TUBB4B,alda-1
EZH2,alda-1
PNLIP,alda-1
CYP2A6,alda-1
CSF1R,alda-1
S100B,alda-1
PDE7A,alda-1
AURKB,alda-1
CDC25A,alda-1
KCNK1,alda-1
CA14,alda-1
ICAM1,alda-1
GPR55,alda-1
OPRM1,alda-1
VEGFA,alda-1
ADH1C,alda-1
KCTD16,alda-1
CYP3A4,alda-1
AVPR1A,alda-1
MAPK8,alda-1
TNNC1,alda-1
GABRB2,alda-1
MMP2,alda-1
RET,alda-1
NAMPT,alda-1
CASP3,alda-1
KRAS,alda-1
BTK,alda-1
SLC29A1,alda-1
FFAR4,alda-1
PPARD,alda-1
BAX,alda-1
RGS4,alda-1
CDK7,alda-1
PPAT,alda-1
KCNJ1,alda-1
ATP5F1D,alda-1
PDPK1,alda-1
IGF1R,alda-1
MET,alda-1
GLRA3,alda-1
PIK3CG,alda-1
TBXAS1,alda-1
PLD1,alda-1
DHH,alda-1
AKT1,alda-1
CDK2,alda-1
PARP3,alda-1
PLK1,alda-1
ATM,alda-1
IMPDH1,alda-1
TUBB3,alda-1
BRAF,alda-1
HBB,alda-1
LYN,alda-1
ANXA1,alda-1
CCR1,alda-1
ALK,alda-1
HDAC3,alda-1
PTGIR,alda-1
RPL23A,alda-1
FLT3,alda-1
MME,alda-1
CTSG,alda-1
PAK4,alda-1
GPR119,alda-1
SCNN1G,alda-1
GJB4,alda-1
S1PR4,alda-1
IL1B,alda-1
F10,alda-1
ELANE,alda-1
RPL3,alda-1
ERBB2,alda-1
AKR1B1,alda-1
GUCY1B1,alda-1
ADRA2B,alda-1
HCK,alda-1
P3H1,alda-1
CA5A,alda-1
DCK,alda-1
TNF,alda-1
RNASE1,alda-1
PTGIS,alda-1
PRKCE,alda-1
FPR1,alda-1
FGF1,alda-1
CDK9,alda-1
KDR,alda-1
EDNRB,alda-1
ASIC1,alda-1
JAK1,alda-1
PLA2G1B,alda-1
BRD4,alda-1
TUBB,alda-1
AGER,alda-1
S1PR2,alda-1
PDE4D,alda-1
CHEK2,alda-1
PAK1,alda-1
HDAC6,alda-1
DYRK1B,alda-1
USP1,alda-1
CYP1A2,alda-1
CACNG1,alda-1
HTR2C,alda-1
DNMT3A,alda-1
PORCN,alda-1
GAA,alda-1
PRKCB,alda-1
PTK2B,alda-1
CLK1,alda-1
CACNA2D3,alda-1
HSD11B1,alda-1
HTR3A,alda-1
ADA,alda-1
PDE3A,alda-1
NTRK1,alda-1
LCK,alda-1
KCNH7,alda-1
SIRT2,alda-1
P2RY12,alda-1
HIF1A,meclofenamic-acid
CATSPER4,meclofenamic-acid
DDR2,meclofenamic-acid
OPRL1,meclofenamic-acid
SLC7A11,meclofenamic-acid
FFAR2,meclofenamic-acid
KCNMA1,meclofenamic-acid
HRH4,meclofenamic-acid
GHSR,meclofenamic-acid
ALDH2,meclofenamic-acid
COMT,meclofenamic-acid
PTPN2,meclofenamic-acid
KCNQ2,meclofenamic-acid
ITGB2,meclofenamic-acid
S1PR1,meclofenamic-acid
FOXM1,meclofenamic-acid
MAPK14,meclofenamic-acid
SLCO2B1,meclofenamic-acid
KCNN4,meclofenamic-acid
GRIN2A,meclofenamic-acid
CACNB4,meclofenamic-acid
HSP90AB1,meclofenamic-acid
CSK,meclofenamic-acid
AKR1C1,meclofenamic-acid
CHRM2,meclofenamic-acid
TGFBR1,meclofenamic-acid
TGM2,meclofenamic-acid
CDK4,meclofenamic-acid
LPAR1,meclofenamic-acid
CHRM3,meclofenamic-acid
UGT1A9,meclofenamic-acid
HPGDS,meclofenamic-acid
ADORA2A,meclofenamic-acid
CCND1,meclofenamic-acid
KCNN1,meclofenamic-acid
ABL1,meclofenamic-acid
SSTR2,meclofenamic-acid
HSP90AA1,meclofenamic-acid
TUBB4B,meclofenamic-acid
EZH2,meclofenamic-acid
PNLIP,meclofenamic-acid
CYP2A6,meclofenamic-acid
CSF1R,meclofenamic-acid
S100B,meclofenamic-acid
PDE7A,meclofenamic-acid
AURKB,meclofenamic-acid
CDC25A,meclofenamic-acid
KCNK1,meclofenamic-acid
CA14,meclofenamic-acid
ICAM1,meclofenamic-acid
GPR55,meclofenamic-acid
OPRM1,meclofenamic-acid
VEGFA,meclofenamic-acid
ADH1C,meclofenamic-acid
KCTD16,meclofenamic-acid
CYP3A4,meclofenamic-acid
AVPR1A,meclofenamic-acid
MAPK8,meclofenamic-acid
TNNC1,meclofenamic-acid
GABRB2,meclofenamic-acid
MMP2,meclofenamic-acid
RET,meclofenamic-acid
NAMPT,meclofenamic-acid
CASP3,meclofenamic-acid
KRAS,meclofenamic-acid
BTK,meclofenamic-acid
SLC29A1,meclofenamic-acid
FFAR4,meclofenamic-acid
PPARD,meclofenamic-acid
BAX,meclofenamic-acid
RGS4,meclofenamic-acid
CDK7,meclofenamic-acid
PPAT,meclofenamic-acid
KCNJ1,meclofenamic-acid
ATP5F1D,meclofenamic-acid
PDPK1,meclofenamic-acid
IGF1R,meclofenamic-acid
MET,meclofenamic-acid
GLRA3,meclofenamic-acid
PIK3CG,meclofenamic-acid
TBXAS1,meclofenamic-acid
PLD1,meclofenamic-acid
DHH,meclofenamic-acid
AKT1,meclofenamic-acid
CDK2,meclofenamic-acid
PARP3,meclofenamic-acid
PLK1,meclofenamic-acid
ATM,meclofenamic-acid
IMPDH1,meclofenamic-acid
TUBB3,meclofenamic-acid
BRAF,meclofenamic-acid
HBB,meclofenamic-acid
LYN,meclofenamic-acid
ANXA1,meclofenamic-acid
CCR1,meclofenamic-acid
ALK,meclofenamic-acid
HDAC3,meclofenamic-acid
PTGIR,meclofenamic-acid
RPL23A,meclofenamic-acid
FLT3,meclofenamic-acid
MME,meclofenamic-acid
CTSG,meclofenamic-acid
PAK4,meclofenamic-acid
GPR119,meclofenamic-acid
SCNN1G,meclofenamic-acid
GJB4,meclofenamic-acid
S1PR4,meclofenamic-acid
IL1B,meclofenamic-acid
F10,meclofenamic-acid
ELANE,meclofenamic-acid
RPL3,meclofenamic-acid
ERBB2,meclofenamic-acid
AKR1B1,meclofenamic-acid
GUCY1B1,meclofenamic-acid
ADRA2B,meclofenamic-acid
HCK,meclofenamic-acid
P3H1,meclofenamic-acid
CA5A,meclofenamic-acid
DCK,meclofenamic-acid
TNF,meclofenamic-acid
RNASE1,meclofenamic-acid
PTGIS,meclofenamic-acid
PRKCE,meclofenamic-acid
FPR1,meclofenamic-acid
FGF1,meclofenamic-acid
CDK9,meclofenamic-acid
KDR,meclofenamic-acid
EDNRB,meclofenamic-acid
ASIC1,meclofenamic-acid
JAK1,meclofenamic-acid
PLA2G1B,meclofenamic-acid
BRD4,meclofenamic-acid
TUBB,meclofenamic-acid
AGER,meclofenamic-acid
S1PR2,meclofenamic-acid
PDE4D,meclofenamic-acid
CHEK2,meclofenamic-acid
PAK1,meclofenamic-acid
HDAC6,meclofenamic-acid
DYRK1B,meclofenamic-acid
USP1,meclofenamic-acid
CYP1A2,meclofenamic-acid
CACNG1,meclofenamic-acid
HTR2C,meclofenamic-acid
DNMT3A,meclofenamic-acid
PORCN,meclofenamic-acid
GAA,meclofenamic-acid
PRKCB,meclofenamic-acid
PTK2B,meclofenamic-acid
CLK1,meclofenamic-acid
CACNA2D3,meclofenamic-acid
HSD11B1,meclofenamic-acid
HTR3A,meclofenamic-acid
ADA,meclofenamic-acid
PDE3A,meclofenamic-acid
NTRK1,meclofenamic-acid
LCK,meclofenamic-acid
KCNH7,meclofenamic-acid
SIRT2,meclofenamic-acid
P2RY12,meclofenamic-acid
HIF1A,GNF-5
CATSPER4,GNF-5
DDR2,GNF-5
OPRL1,GNF-5
SLC7A11,GNF-5
FFAR2,GNF-5
KCNMA1,GNF-5
HRH4,GNF-5
GHSR,GNF-5
ALDH2,GNF-5
COMT,GNF-5
PTPN2,GNF-5
KCNQ2,GNF-5
ITGB2,GNF-5
S1PR1,GNF-5
FOXM1,GNF-5
MAPK14,GNF-5
SLCO2B1,GNF-5
KCNN4,GNF-5
GRIN2A,GNF-5
CACNB4,GNF-5
HSP90AB1,GNF-5
CSK,GNF-5
AKR1C1,GNF-5
CHRM2,GNF-5
TGFBR1,GNF-5
TGM2,GNF-5
CDK4,GNF-5
LPAR1,GNF-5
CHRM3,GNF-5
UGT1A9,GNF-5
HPGDS,GNF-5
ADORA2A,GNF-5
CCND1,GNF-5
KCNN1,GNF-5
ABL1,GNF-5
SSTR2,GNF-5
HSP90AA1,GNF-5
TUBB4B,GNF-5
EZH2,GNF-5
PNLIP,GNF-5
CYP2A6,GNF-5
CSF1R,GNF-5
S100B,GNF-5
PDE7A,GNF-5
AURKB,GNF-5
CDC25A,GNF-5
KCNK1,GNF-5
CA14,GNF-5
ICAM1,GNF-5
GPR55,GNF-5
OPRM1,GNF-5
VEGFA,GNF-5
ADH1C,GNF-5
KCTD16,GNF-5
CYP3A4,GNF-5
AVPR1A,GNF-5
MAPK8,GNF-5
TNNC1,GNF-5
GABRB2,GNF-5
MMP2,GNF-5
RET,GNF-5
NAMPT,GNF-5
CASP3,GNF-5
KRAS,GNF-5
BTK,GNF-5
SLC29A1,GNF-5
FFAR4,GNF-5
PPARD,GNF-5
BAX,GNF-5
RGS4,GNF-5
CDK7,GNF-5
PPAT,GNF-5
KCNJ1,GNF-5
ATP5F1D,GNF-5
PDPK1,GNF-5
IGF1R,GNF-5
MET,GNF-5
GLRA3,GNF-5
PIK3CG,GNF-5
TBXAS1,GNF-5
PLD1,GNF-5
DHH,GNF-5
AKT1,GNF-5
CDK2,GNF-5
PARP3,GNF-5
PLK1,GNF-5
ATM,GNF-5
IMPDH1,GNF-5
TUBB3,GNF-5
BRAF,GNF-5
HBB,GNF-5
LYN,GNF-5
ANXA1,GNF-5
CCR1,GNF-5
ALK,GNF-5
HDAC3,GNF-5
PTGIR,GNF-5
RPL23A,GNF-5
FLT3,GNF-5
MME,GNF-5
CTSG,GNF-5
PAK4,GNF-5
GPR119,GNF-5
SCNN1G,GNF-5
GJB4,GNF-5
S1PR4,GNF-5
IL1B,GNF-5
F10,GNF-5
ELANE,GNF-5
RPL3,GNF-5
ERBB2,GNF-5
AKR1B1,GNF-5
GUCY1B1,GNF-5
ADRA2B,GNF-5
HCK,GNF-5
P3H1,GNF-5
CA5A,GNF-5
DCK,GNF-5
TNF,GNF-5
RNASE1,GNF-5
PTGIS,GNF-5
PRKCE,GNF-5
FPR1,GNF-5
FGF1,GNF-5
CDK9,GNF-5
KDR,GNF-5
EDNRB,GNF-5
ASIC1,GNF-5
JAK1,GNF-5
PLA2G1B,GNF-5
BRD4,GNF-5
TUBB,GNF-5
AGER,GNF-5
S1PR2,GNF-5
PDE4D,GNF-5
CHEK2,GNF-5
PAK1,GNF-5
HDAC6,GNF-5
DYRK1B,GNF-5
USP1,GNF-5
CYP1A2,GNF-5
CACNG1,GNF-5
HTR2C,GNF-5
DNMT3A,GNF-5
PORCN,GNF-5
GAA,GNF-5
PRKCB,GNF-5
PTK2B,GNF-5
CLK1,GNF-5
CACNA2D3,GNF-5
HSD11B1,GNF-5
HTR3A,GNF-5
ADA,GNF-5
PDE3A,GNF-5
NTRK1,GNF-5
LCK,GNF-5
KCNH7,GNF-5
SIRT2,GNF-5
P2RY12,GNF-5
HIF1A,NS-309
CATSPER4,NS-309
DDR2,NS-309
OPRL1,NS-309
SLC7A11,NS-309
FFAR2,NS-309
KCNMA1,NS-309
HRH4,NS-309
GHSR,NS-309
ALDH2,NS-309
COMT,NS-309
PTPN2,NS-309
KCNQ2,NS-309
ITGB2,NS-309
S1PR1,NS-309
FOXM1,NS-309
MAPK14,NS-309
SLCO2B1,NS-309
KCNN4,NS-309
GRIN2A,NS-309
CACNB4,NS-309
HSP90AB1,NS-309
CSK,NS-309
AKR1C1,NS-309
CHRM2,NS-309
TGFBR1,NS-309
TGM2,NS-309
CDK4,NS-309
LPAR1,NS-309
CHRM3,NS-309
UGT1A9,NS-309
HPGDS,NS-309
ADORA2A,NS-309
CCND1,NS-309
KCNN1,NS-309
ABL1,NS-309
SSTR2,NS-309
HSP90AA1,NS-309
TUBB4B,NS-309
EZH2,NS-309
PNLIP,NS-309
CYP2A6,NS-309
CSF1R,NS-309
S100B,NS-309
PDE7A,NS-309
AURKB,NS-309
CDC25A,NS-309
KCNK1,NS-309
CA14,NS-309
ICAM1,NS-309
GPR55,NS-309
OPRM1,NS-309
VEGFA,NS-309
ADH1C,NS-309
KCTD16,NS-309
CYP3A4,NS-309
AVPR1A,NS-309
MAPK8,NS-309
TNNC1,NS-309
GABRB2,NS-309
MMP2,NS-309
RET,NS-309
NAMPT,NS-309
CASP3,NS-309
KRAS,NS-309
BTK,NS-309
SLC29A1,NS-309
FFAR4,NS-309
PPARD,NS-309
BAX,NS-309
RGS4,NS-309
CDK7,NS-309
PPAT,NS-309
KCNJ1,NS-309
ATP5F1D,NS-309
PDPK1,NS-309
IGF1R,NS-309
MET,NS-309
GLRA3,NS-309
PIK3CG,NS-309
TBXAS1,NS-309
PLD1,NS-309
DHH,NS-309
AKT1,NS-309
CDK2,NS-309
PARP3,NS-309
PLK1,NS-309
ATM,NS-309
IMPDH1,NS-309
TUBB3,NS-309
BRAF,NS-309
HBB,NS-309
LYN,NS-309
ANXA1,NS-309
CCR1,NS-309
ALK,NS-309
HDAC3,NS-309
PTGIR,NS-309
RPL23A,NS-309
FLT3,NS-309
MME,NS-309
CTSG,NS-309
PAK4,NS-309
GPR119,NS-309
SCNN1G,NS-309
GJB4,NS-309
S1PR4,NS-309
IL1B,NS-309
F10,NS-309
ELANE,NS-309
RPL3,NS-309
ERBB2,NS-309
AKR1B1,NS-309
GUCY1B1,NS-309
ADRA2B,NS-309
HCK,NS-309
P3H1,NS-309
CA5A,NS-309
DCK,NS-309
TNF,NS-309
RNASE1,NS-309
PTGIS,NS-309
PRKCE,NS-309
FPR1,NS-309
FGF1,NS-309
CDK9,NS-309
KDR,NS-309
EDNRB,NS-309
ASIC1,NS-309
JAK1,NS-309
PLA2G1B,NS-309
BRD4,NS-309
TUBB,NS-309
AGER,NS-309
S1PR2,NS-309
PDE4D,NS-309
CHEK2,NS-309
PAK1,NS-309
HDAC6,NS-309
DYRK1B,NS-309
USP1,NS-309
CYP1A2,NS-309
CACNG1,NS-309
HTR2C,NS-309
DNMT3A,NS-309
PORCN,NS-309
GAA,NS-309
PRKCB,NS-309
PTK2B,NS-309
CLK1,NS-309
CACNA2D3,NS-309
HSD11B1,NS-309
HTR3A,NS-309
ADA,NS-309
PDE3A,NS-309
NTRK1,NS-309
LCK,NS-309
KCNH7,NS-309
SIRT2,NS-309
P2RY12,NS-309
HIF1A,AK-7
CATSPER4,AK-7
DDR2,AK-7
OPRL1,AK-7
SLC7A11,AK-7
FFAR2,AK-7
KCNMA1,AK-7
HRH4,AK-7
GHSR,AK-7
ALDH2,AK-7
COMT,AK-7
PTPN2,AK-7
KCNQ2,AK-7
ITGB2,AK-7
S1PR1,AK-7
FOXM1,AK-7
MAPK14,AK-7
SLCO2B1,AK-7
KCNN4,AK-7
GRIN2A,AK-7
CACNB4,AK-7
HSP90AB1,AK-7
CSK,AK-7
AKR1C1,AK-7
CHRM2,AK-7
TGFBR1,AK-7
TGM2,AK-7
CDK4,AK-7
LPAR1,AK-7
CHRM3,AK-7
UGT1A9,AK-7
HPGDS,AK-7
ADORA2A,AK-7
CCND1,AK-7
KCNN1,AK-7
ABL1,AK-7
SSTR2,AK-7
HSP90AA1,AK-7
TUBB4B,AK-7
EZH2,AK-7
PNLIP,AK-7
CYP2A6,AK-7
CSF1R,AK-7
S100B,AK-7
PDE7A,AK-7
AURKB,AK-7
CDC25A,AK-7
KCNK1,AK-7
CA14,AK-7
ICAM1,AK-7
GPR55,AK-7
OPRM1,AK-7
VEGFA,AK-7
ADH1C,AK-7
KCTD16,AK-7
CYP3A4,AK-7
AVPR1A,AK-7
MAPK8,AK-7
TNNC1,AK-7
GABRB2,AK-7
MMP2,AK-7
RET,AK-7
NAMPT,AK-7
CASP3,AK-7
KRAS,AK-7
BTK,AK-7
SLC29A1,AK-7
FFAR4,AK-7
PPARD,AK-7
BAX,AK-7
RGS4,AK-7
CDK7,AK-7
PPAT,AK-7
KCNJ1,AK-7
ATP5F1D,AK-7
PDPK1,AK-7
IGF1R,AK-7
MET,AK-7
GLRA3,AK-7
PIK3CG,AK-7
TBXAS1,AK-7
PLD1,AK-7
DHH,AK-7
AKT1,AK-7
CDK2,AK-7
PARP3,AK-7
PLK1,AK-7
ATM,AK-7
IMPDH1,AK-7
TUBB3,AK-7
BRAF,AK-7
HBB,AK-7
LYN,AK-7
ANXA1,AK-7
CCR1,AK-7
ALK,AK-7
HDAC3,AK-7
PTGIR,AK-7
RPL23A,AK-7
FLT3,AK-7
MME,AK-7
CTSG,AK-7
PAK4,AK-7
GPR119,AK-7
SCNN1G,AK-7
GJB4,AK-7
S1PR4,AK-7
IL1B,AK-7
F10,AK-7
ELANE,AK-7
RPL3,AK-7
ERBB2,AK-7
AKR1B1,AK-7
GUCY1B1,AK-7
ADRA2B,AK-7
HCK,AK-7
P3H1,AK-7
CA5A,AK-7
DCK,AK-7
TNF,AK-7
RNASE1,AK-7
PTGIS,AK-7
PRKCE,AK-7
FPR1,AK-7
FGF1,AK-7
CDK9,AK-7
KDR,AK-7
EDNRB,AK-7
ASIC1,AK-7
JAK1,AK-7
PLA2G1B,AK-7
BRD4,AK-7
TUBB,AK-7
AGER,AK-7
S1PR2,AK-7
PDE4D,AK-7
CHEK2,AK-7
PAK1,AK-7
HDAC6,AK-7
DYRK1B,AK-7
USP1,AK-7
CYP1A2,AK-7
CACNG1,AK-7
HTR2C,AK-7
DNMT3A,AK-7
PORCN,AK-7
GAA,AK-7
PRKCB,AK-7
PTK2B,AK-7
CLK1,AK-7
CACNA2D3,AK-7
HSD11B1,AK-7
HTR3A,AK-7
ADA,AK-7
PDE3A,AK-7
NTRK1,AK-7
LCK,AK-7
KCNH7,AK-7
SIRT2,AK-7
P2RY12,AK-7
HIF1A,BMS-536924
CATSPER4,BMS-536924
DDR2,BMS-536924
OPRL1,BMS-536924
SLC7A11,BMS-536924
FFAR2,BMS-536924
KCNMA1,BMS-536924
HRH4,BMS-536924
GHSR,BMS-536924
ALDH2,BMS-536924
COMT,BMS-536924
PTPN2,BMS-536924
KCNQ2,BMS-536924
ITGB2,BMS-536924
S1PR1,BMS-536924
FOXM1,BMS-536924
MAPK14,BMS-536924
SLCO2B1,BMS-536924
KCNN4,BMS-536924
GRIN2A,BMS-536924
CACNB4,BMS-536924
HSP90AB1,BMS-536924
CSK,BMS-536924
AKR1C1,BMS-536924
CHRM2,BMS-536924
TGFBR1,BMS-536924
TGM2,BMS-536924
CDK4,BMS-536924
LPAR1,BMS-536924
CHRM3,BMS-536924
UGT1A9,BMS-536924
HPGDS,BMS-536924
ADORA2A,BMS-536924
CCND1,BMS-536924
KCNN1,BMS-536924
ABL1,BMS-536924
SSTR2,BMS-536924
HSP90AA1,BMS-536924
TUBB4B,BMS-536924
EZH2,BMS-536924
PNLIP,BMS-536924
CYP2A6,BMS-536924
CSF1R,BMS-536924
S100B,BMS-536924
PDE7A,BMS-536924
AURKB,BMS-536924
CDC25A,BMS-536924
KCNK1,BMS-536924
CA14,BMS-536924
ICAM1,BMS-536924
GPR55,BMS-536924
OPRM1,BMS-536924
VEGFA,BMS-536924
ADH1C,BMS-536924
KCTD16,BMS-536924
CYP3A4,BMS-536924
AVPR1A,BMS-536924
MAPK8,BMS-536924
TNNC1,BMS-536924
GABRB2,BMS-536924
MMP2,BMS-536924
RET,BMS-536924
NAMPT,BMS-536924
CASP3,BMS-536924
KRAS,BMS-536924
BTK,BMS-536924
SLC29A1,BMS-536924
FFAR4,BMS-536924
PPARD,BMS-536924
BAX,BMS-536924
RGS4,BMS-536924
CDK7,BMS-536924
PPAT,BMS-536924
KCNJ1,BMS-536924
ATP5F1D,BMS-536924
PDPK1,BMS-536924
IGF1R,BMS-536924
MET,BMS-536924
GLRA3,BMS-536924
PIK3CG,BMS-536924
TBXAS1,BMS-536924
PLD1,BMS-536924
DHH,BMS-536924
AKT1,BMS-536924
CDK2,BMS-536924
PARP3,BMS-536924
PLK1,BMS-536924
ATM,BMS-536924
IMPDH1,BMS-536924
TUBB3,BMS-536924
BRAF,BMS-536924
HBB,BMS-536924
LYN,BMS-536924
ANXA1,BMS-536924
CCR1,BMS-536924
ALK,BMS-536924
HDAC3,BMS-536924
PTGIR,BMS-536924
RPL23A,BMS-536924
FLT3,BMS-536924
MME,BMS-536924
CTSG,BMS-536924
PAK4,BMS-536924
GPR119,BMS-536924
SCNN1G,BMS-536924
GJB4,BMS-536924
S1PR4,BMS-536924
IL1B,BMS-536924
F10,BMS-536924
ELANE,BMS-536924
RPL3,BMS-536924
ERBB2,BMS-536924
AKR1B1,BMS-536924
GUCY1B1,BMS-536924
ADRA2B,BMS-536924
HCK,BMS-536924
P3H1,BMS-536924
CA5A,BMS-536924
DCK,BMS-536924
TNF,BMS-536924
RNASE1,BMS-536924
PTGIS,BMS-536924
PRKCE,BMS-536924
FPR1,BMS-536924
FGF1,BMS-536924
CDK9,BMS-536924
KDR,BMS-536924
EDNRB,BMS-536924
ASIC1,BMS-536924
JAK1,BMS-536924
PLA2G1B,BMS-536924
BRD4,BMS-536924
TUBB,BMS-536924
AGER,BMS-536924
S1PR2,BMS-536924
PDE4D,BMS-536924
CHEK2,BMS-536924
PAK1,BMS-536924
HDAC6,BMS-536924
DYRK1B,BMS-536924
USP1,BMS-536924
CYP1A2,BMS-536924
CACNG1,BMS-536924
HTR2C,BMS-536924
DNMT3A,BMS-536924
PORCN,BMS-536924
GAA,BMS-536924
PRKCB,BMS-536924
PTK2B,BMS-536924
CLK1,BMS-536924
CACNA2D3,BMS-536924
HSD11B1,BMS-536924
HTR3A,BMS-536924
ADA,BMS-536924
PDE3A,BMS-536924
NTRK1,BMS-536924
LCK,BMS-536924
KCNH7,BMS-536924
SIRT2,BMS-536924
P2RY12,BMS-536924
HIF1A,MCOPPB
CATSPER4,MCOPPB
DDR2,MCOPPB
OPRL1,MCOPPB
SLC7A11,MCOPPB
FFAR2,MCOPPB
KCNMA1,MCOPPB
HRH4,MCOPPB
GHSR,MCOPPB
ALDH2,MCOPPB
COMT,MCOPPB
PTPN2,MCOPPB
KCNQ2,MCOPPB
ITGB2,MCOPPB
S1PR1,MCOPPB
FOXM1,MCOPPB
MAPK14,MCOPPB
SLCO2B1,MCOPPB
KCNN4,MCOPPB
GRIN2A,MCOPPB
CACNB4,MCOPPB
HSP90AB1,MCOPPB
CSK,MCOPPB
AKR1C1,MCOPPB
CHRM2,MCOPPB
TGFBR1,MCOPPB
TGM2,MCOPPB
CDK4,MCOPPB
LPAR1,MCOPPB
CHRM3,MCOPPB
UGT1A9,MCOPPB
HPGDS,MCOPPB
ADORA2A,MCOPPB
CCND1,MCOPPB
KCNN1,MCOPPB
ABL1,MCOPPB
SSTR2,MCOPPB
HSP90AA1,MCOPPB
TUBB4B,MCOPPB
EZH2,MCOPPB
PNLIP,MCOPPB
CYP2A6,MCOPPB
CSF1R,MCOPPB
S100B,MCOPPB
PDE7A,MCOPPB
AURKB,MCOPPB
CDC25A,MCOPPB
KCNK1,MCOPPB
CA14,MCOPPB
ICAM1,MCOPPB
GPR55,MCOPPB
OPRM1,MCOPPB
VEGFA,MCOPPB
ADH1C,MCOPPB
KCTD16,MCOPPB
CYP3A4,MCOPPB
AVPR1A,MCOPPB
MAPK8,MCOPPB
TNNC1,MCOPPB
GABRB2,MCOPPB
MMP2,MCOPPB
RET,MCOPPB
NAMPT,MCOPPB
CASP3,MCOPPB
KRAS,MCOPPB
BTK,MCOPPB
SLC29A1,MCOPPB
FFAR4,MCOPPB
PPARD,MCOPPB
BAX,MCOPPB
RGS4,MCOPPB
CDK7,MCOPPB
PPAT,MCOPPB
KCNJ1,MCOPPB
ATP5F1D,MCOPPB
PDPK1,MCOPPB
IGF1R,MCOPPB
MET,MCOPPB
GLRA3,MCOPPB
PIK3CG,MCOPPB
TBXAS1,MCOPPB
PLD1,MCOPPB
DHH,MCOPPB
AKT1,MCOPPB
CDK2,MCOPPB
PARP3,MCOPPB
PLK1,MCOPPB
ATM,MCOPPB
IMPDH1,MCOPPB
TUBB3,MCOPPB
BRAF,MCOPPB
HBB,MCOPPB
LYN,MCOPPB
ANXA1,MCOPPB
CCR1,MCOPPB
ALK,MCOPPB
HDAC3,MCOPPB
PTGIR,MCOPPB
RPL23A,MCOPPB
FLT3,MCOPPB
MME,MCOPPB
CTSG,MCOPPB
PAK4,MCOPPB
GPR119,MCOPPB
SCNN1G,MCOPPB
GJB4,MCOPPB
S1PR4,MCOPPB
IL1B,MCOPPB
F10,MCOPPB
ELANE,MCOPPB
RPL3,MCOPPB
ERBB2,MCOPPB
AKR1B1,MCOPPB
GUCY1B1,MCOPPB
ADRA2B,MCOPPB
HCK,MCOPPB
P3H1,MCOPPB
CA5A,MCOPPB
DCK,MCOPPB
TNF,MCOPPB
RNASE1,MCOPPB
PTGIS,MCOPPB
PRKCE,MCOPPB
FPR1,MCOPPB
FGF1,MCOPPB
CDK9,MCOPPB
KDR,MCOPPB
EDNRB,MCOPPB
ASIC1,MCOPPB
JAK1,MCOPPB
PLA2G1B,MCOPPB
BRD4,MCOPPB
TUBB,MCOPPB
AGER,MCOPPB
S1PR2,MCOPPB
PDE4D,MCOPPB
CHEK2,MCOPPB
PAK1,MCOPPB
HDAC6,MCOPPB
DYRK1B,MCOPPB
USP1,MCOPPB
CYP1A2,MCOPPB
CACNG1,MCOPPB
HTR2C,MCOPPB
